pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
KOI-1599.01,KOI-1599,1,1,2,Transit,2019,Kepler,Published Confirmed,0,<a refstr=PANICHI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.485.4601P/abstract target=ref>Panichi et al. 2019</a>,20.4415,0.0013,-0.0013,0,0.14728,,,0,1.9,0.3,-0.3,0,0.17,0.027,-0.027,0,4.6,0.3,-0.3,0,0.01447,0.00094,-0.00094,0,Mass,0.014,,,0,,,,,,,,,1,<a refstr=PANICHI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.485.4601P/abstract target=ref>Panichi et al. 2019</a>,,,,,,0.97,,,0,1.02,,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h53m29.72s,298.3738383,+40d37m06.41s,40.6184483,1131.64,28.17,-26.86,14.795,0.126,-0.126,13.238,0.031,-0.031,14.854,0.000328,-0.000328,5/20/19,2019-06,5/23/19
KOI-1599.02,KOI-1599,1,1,2,Transit,2019,Kepler,Published Confirmed,0,<a refstr=PANICHI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.485.4601P/abstract target=ref>Panichi et al. 2019</a>,13.6088,0.0006,-0.0006,0,0.112293,,,0,1.9,0.2,-0.2,0,0.17,0.018,-0.018,0,9,0.3,-0.3,0,0.02832,0.00094,-0.00094,0,Mass,0.0114,,,0,,,,,,,,,1,<a refstr=PANICHI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.485.4601P/abstract target=ref>Panichi et al. 2019</a>,,,,,,0.97,,,0,1.02,,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h53m29.72s,298.3738383,+40d37m06.41s,40.6184483,1131.64,28.17,-26.86,14.795,0.126,-0.126,13.238,0.031,-0.031,14.854,0.000328,-0.000328,5/20/19,2019-06,5/23/19
KOI-1783.01,KOI-1783,1,1,2,Transit,2020,Kepler,Published Confirmed,0,<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>,134.4628,0.0033,-0.0035,0,,,,,8.86,0.25,-0.24,0,0.79,0.022,-0.021,0,71,11.2,-9.2,0,0.22339,0.03524,-0.02895,0,Mass,0,,,0,5.7,0.27,-0.27,0,,,,,1,<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>,,5922,60,-60,0,1.14,0.03,-0.03,0,1.08,0.04,-0.03,0,0.11,0.04,-0.04,0,[Fe/H],4.3,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h17m21.95s,289.3414629,+46d59m17.36s,46.988155,865.73,13.734,-13.32,13.978,0.08,-0.08,12.621,0.02,-0.02,13.9061,0.000247,-0.000247,5/1/20,2020-03,5/7/20
KOI-1783.02,KOI-1783,1,1,2,Transit,2020,Kepler,Published Confirmed,0,<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>,284.215,0.026,-0.021,0,,,,,5.44,0.52,-0.3,0,0.485,0.046,-0.027,0,15,4.3,-3.6,0,0.0472,0.01353,-0.01133,0,Mass,0,,,0,2.49,0.35,-0.35,0,,,,,1,<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>,,5922,60,-60,0,1.14,0.03,-0.03,0,1.08,0.04,-0.03,0,0.11,0.04,-0.04,0,[Fe/H],4.3,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h17m21.95s,289.3414629,+46d59m17.36s,46.988155,865.73,13.734,-13.32,13.978,0.08,-0.08,12.621,0.02,-0.02,13.9061,0.000247,-0.000247,5/4/20,2020-03,5/7/20
KOI-1831 d,Kepler-324,1,1,4,Transit,2021,Kepler,Published Confirmed,0,<a refstr=JONTOF_HUTTER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..246J/abstract target=ref>Jontof-Hutter et al. 2021</a>,34.169,,,0,,,,,1.13,0.05,-0.05,0,0.101,0.004,-0.004,0,2.23,0.5,-0.84,0,0.00702,0.00157,-0.00264,0,Mass,,,,,,,,,475,9,-9,0,0,<a refstr=JONTOF_HUTTER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..246J/abstract target=ref>Jontof-Hutter et al. 2021</a>,,5233,60,-60,0,0.83,0.02,-0.02,0,0.9,0.02,-0.03,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m53.15s,286.4714473,+49d38m56.74s,49.6490933,501.574,3.681,-3.629,14.222,0.069,-0.069,12.291,0.025,-0.025,14.0909,0.000217,-0.000217,6/11/21,2021-05,6/11/21
KOI-1833 d,Kepler-968,1,1,3,Transit,2021,Kepler,Published Confirmed,0,<a refstr=JONTOF_HUTTER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..246J/abstract target=ref>Jontof-Hutter et al. 2021</a>,7.685,,,0,,,,,2.58,0.23,-0.22,0,0.23,0.021,-0.02,0,11.02,,,1,0.03467,,,1,Mass,,,,,,,,,613,23,-23,0,0,<a refstr=JONTOF_HUTTER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..246J/abstract target=ref>Jontof-Hutter et al. 2021</a>,,4413,75,-69,0,0.67,0.01,-0.01,0,0.68,0.03,-0.02,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h02m24.62s,285.6025889,+50d06m43.34s,50.1120401,290.324,1.448,-1.435,14.626,0.126,-0.126,11.831,0.025,-0.025,14.2499,0.000392,-0.000392,6/11/21,2021-05,6/11/21
KOI-217 b,KOI-217,1,1,1,Transit,2010,Kepler,Published Confirmed,0,<a refstr=HOWELL_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1010.4106H/abstract target=ref> Howell et al. 2010 </a>,3.90512,0.00005,-0.00005,0,0.0477,0.0007,-0.0007,0,12.442,0.224,-0.224,0,1.11,0.02,-0.02,0,,,,,,,,,,0,,,0,,,,,,,,,1,<a refstr=HOWELL_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1010.4106H/abstract target=ref> Howell et al. 2010 </a>,,5545,,,0,0.86,0.02,,0,0.95,0.05,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h39m27.71s,294.8654667,+46d17m08.93s,46.2858128,914.699,17.1675,-17.1675,15.257,0.069,-0.069,13.469,0.04,-0.04,15.1013,0.000482,-0.000482,5/14/14,2010-12,5/14/14
KOI-3503 b,KOI-3503,1,1,2,Transit,2021,Kepler,Published Confirmed,0,<a refstr=JONTOF_HUTTER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..246J/abstract target=ref>Jontof-Hutter et al. 2021</a>,21.185,,,0,,,,,1.19,0.24,-0.19,0,0.106,0.021,-0.017,0,9.2,,,1,0.02895,,,1,Mass,,,,,,,,,785,14,-13,0,1,<a refstr=JONTOF_HUTTER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..246J/abstract target=ref>Jontof-Hutter et al. 2021</a>,,6001,60,-60,0,1.25,0.03,-0.03,0,0.86,0.02,-0.02,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h32m36.18s,293.1507654,+41d43m44.95s,41.7291532,887.064,12.37,-12.37,13.831,0.114,-0.114,12.483,0.026,-0.026,13.7744,0.000284,-0.000284,6/11/21,2021-05,6/11/21
KOI-3503 c,KOI-3503,1,1,2,Transit,2021,Kepler,Published Confirmed,0,<a refstr=JONTOF_HUTTER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..246J/abstract target=ref>Jontof-Hutter et al. 2021</a>,31.828,,,0,,,,,1.21,0.28,-0.09,0,0.108,0.025,-0.008,0,10.36,,,1,0.0326,,,1,Mass,,,,,,,,,686,12,-11,0,1,<a refstr=JONTOF_HUTTER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..246J/abstract target=ref>Jontof-Hutter et al. 2021</a>,,6001,60,-60,0,1.25,0.03,-0.03,0,0.86,0.02,-0.02,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h32m36.18s,293.1507654,+41d43m44.95s,41.7291532,887.064,12.37,-12.37,13.831,0.114,-0.114,12.483,0.026,-0.026,13.7744,0.000284,-0.000284,6/11/21,2021-05,6/11/21
KOI-351 b,KOI-351,1,1,8,Transit,2013,Kepler,Published Confirmed,0,<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>,7.008151,0.000019,-0.000019,0,0.074,0.016,-0.016,0,1.31,0.17,-0.17,0,0.117,0.015,-0.015,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>,,6080,260,-170,0,1.2,0.1,-0.1,0,1.2,0.1,-0.1,0,-0.12,0.18,-0.18,0,[M/H],4.4,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,848.254,10.8185,-10.8185,13.883,0.069,-0.069,12.482,0.024,-0.024,13.7397,0.000217,-0.000217,5/14/14,2014-01,5/14/14
KOI-351 c,KOI-351,1,1,8,Transit,2013,Kepler,Published Confirmed,0,<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>,8.719375,0.000027,-0.000027,0,0.089,0.012,-0.012,0,1.19,0.14,-0.14,0,0.106,0.012,-0.012,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>,,6080,260,-170,0,1.2,0.1,-0.1,0,1.2,0.1,-0.1,0,-0.12,0.18,-0.18,0,[M/H],4.4,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,848.254,10.8185,-10.8185,13.883,0.069,-0.069,12.482,0.024,-0.024,13.7397,0.000217,-0.000217,5/14/14,2014-01,5/14/14
KOI-351 d,KOI-351,1,1,8,Transit,2013,Kepler,Published Confirmed,0,<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>,59.73667,0.00038,-0.00038,0,0.32,0.05,-0.05,0,2.87,0.3,-0.3,0,0.256,0.027,-0.027,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>,,6080,260,-170,0,1.2,0.1,-0.1,0,1.2,0.1,-0.1,0,-0.12,0.18,-0.18,0,[M/H],4.4,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,848.254,10.8185,-10.8185,13.883,0.069,-0.069,12.482,0.024,-0.024,13.7397,0.000217,-0.000217,5/14/14,2014-01,5/14/14
KOI-351 e,KOI-351,1,1,8,Transit,2013,Kepler,Published Confirmed,0,<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>,91.93913,0.00073,-0.00073,0,0.42,0.06,-0.06,0,2.66,0.29,-0.29,0,0.237,0.026,-0.026,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>,,6080,260,-170,0,1.2,0.1,-0.1,0,1.2,0.1,-0.1,0,-0.12,0.18,-0.18,0,[M/H],4.4,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,848.254,10.8185,-10.8185,13.883,0.069,-0.069,12.482,0.024,-0.024,13.7397,0.000217,-0.000217,5/14/14,2014-01,5/14/14
KOI-351 f,KOI-351,1,1,8,Transit,2013,Kepler,Published Confirmed,0,<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>,124.9144,0.0019,-0.0019,0,0.48,0.09,-0.09,0,2.88,0.52,-0.52,0,0.257,0.046,-0.046,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>,,6080,260,-170,0,1.2,0.1,-0.1,0,1.2,0.1,-0.1,0,-0.12,0.18,-0.18,0,[M/H],4.4,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,848.254,10.8185,-10.8185,13.883,0.069,-0.069,12.482,0.024,-0.024,13.7397,0.000217,-0.000217,5/14/14,2014-01,5/14/14
KOI-351 g,KOI-351,1,1,8,Transit,2013,Kepler,Published Confirmed,0,<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>,210.60697,0.00043,-0.00043,0,0.71,0.08,-0.08,0,8.1,0.8,-0.8,0,0.723,0.071,-0.071,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>,,6080,260,-170,0,1.2,0.1,-0.1,0,1.2,0.1,-0.1,0,-0.12,0.18,-0.18,0,[M/H],4.4,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,848.254,10.8185,-10.8185,13.883,0.069,-0.069,12.482,0.024,-0.024,13.7397,0.000217,-0.000217,5/14/14,2014-01,5/14/14
KOI-351 h,KOI-351,1,1,8,Transit,2013,Kepler,Published Confirmed,0,<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>,331.60059,0.00037,-0.00037,0,1.01,0.11,-0.11,0,11.3,1,-1,0,1.008,0.089,-0.089,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>,,6080,260,-170,0,1.2,0.1,-0.1,0,1.2,0.1,-0.1,0,-0.12,0.18,-0.18,0,[M/H],4.4,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,848.254,10.8185,-10.8185,13.883,0.069,-0.069,12.482,0.024,-0.024,13.7397,0.000217,-0.000217,5/14/14,2014-01,5/14/14
KOI-3680 b,KOI-3680,1,1,1,Transit,2018,Kepler,Published Confirmed,0,<a refstr=H_EACUTE_BRARD_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A.104H/abstract target=ref>H&eacute;brard et al. 2019</a>,141.241671,0.000086,-0.000086,0,0.534,0.012,-0.03,0,11.097,0.673,-0.785,0,0.99,0.06,-0.07,0,613.4119,60.3877,-66.7443,0,1.93,0.19,-0.21,0,Mass,0.496,0.031,-0.031,0,,,,,347,12,-12,0,0,<a refstr=H_EACUTE_BRARD_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A.104H/abstract target=ref>H&eacute;brard et al. 2019</a>,,5830,100,-100,0,0.96,0.05,-0.06,0,1.01,0.07,-0.16,0,0.16,0.07,-0.07,0,[Fe/H],4.47,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h33m07.57s,293.2815266,+45d18m34.77s,45.3096572,921.986,23.3845,-23.3845,14.616,0.103,-0.103,13.101,0.039,-0.039,14.5027,0.000281,-0.000281,12/3/18,2019-03,12/6/18
KOI-4777.01,KOI-4777,1,1,1,Transit,2014,Kepler,Published Confirmed,0,<a refstr=CA_NTILDE_AS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163....3C/abstract target=ref>Ca&ntilde;as et al. 2022</a>,0.412,0.000001,-0.000001,0,0.008,0.0003,-0.0003,0,0.51,0.03,-0.03,0,0.045,0.003,-0.003,0,99.2,,,1,0.31212,,,1,Mass,0,,,0,320,20,-20,0,1180,20,-20,0,0,<a refstr=CA_NTILDE_AS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163....3C/abstract target=ref>Ca&ntilde;as et al. 2022</a>,,3515,69,-69,0,0.4,0.01,-0.01,0,0.41,0.02,-0.02,0,0.1,0.1,-0.1,0,[Fe/H],4.77,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h09m02.92s,287.2621474,+42d01m56.01s,42.0322257,172.245,1.243,-1.226,16.413,0.069,-0.069,12.449,0.018,-0.018,15.8525,0.00061,-0.00061,1/10/22,2022-01,1/10/22
KOI-55 b,KOI-55,1,1,2,Orbital Brightness Modulation,2011,Kepler,Published Confirmed,1,<a refstr=CHARPINET_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011Natur.480..496C/abstract target=ref> Charpinet et al. 2011 </a>,0.240104,0.000004,-0.000004,0,0.006,,,0,0.759,,,0,0.068,,,0,0.44,,,0,0.0014,,,0,Mass,,,,,,,,,,,,,0,<a refstr=CHARPINET_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011Natur.480..496C/abstract target=ref> Charpinet et al. 2011 </a>,B,27730,270,-270,0,0.2,0.01,-0.01,0,0.5,0,0,0,,,,,,5.52,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h45m25.48s,296.3561853,+41d05m33.83s,41.0927315,1231.02,48.015,-48.015,15.154,0.15,-0.15,15.495,,,14.9062,0.000602,-0.000602,5/14/14,2011-12,5/14/14
KOI-55 c,KOI-55,1,1,2,Orbital Brightness Modulation,2011,Kepler,Published Confirmed,1,<a refstr=CHARPINET_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011Natur.480..496C/abstract target=ref> Charpinet et al. 2011 </a>,0.342887,0.000013,-0.000013,0,0.0076,,,0,0.867,,,0,0.077,,,0,0.655,,,0,0.0021,,,0,Mass,,,,,,,,,,,,,0,<a refstr=CHARPINET_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011Natur.480..496C/abstract target=ref> Charpinet et al. 2011 </a>,B,27730,270,-270,0,0.2,0.01,-0.01,0,0.5,0,0,0,,,,,,5.52,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h45m25.48s,296.3561853,+41d05m33.83s,41.0927315,1231.02,48.015,-48.015,15.154,0.15,-0.15,15.495,,,14.9062,0.000602,-0.000602,5/14/14,2011-12,5/14/14
KOI-7368 b,KOI-7368,1,1,1,Transit,2022,Kepler,Published Confirmed,0,<a refstr=BOUMA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220501112B/abstract target=ref>Bouma et al. 2022</a>,6.8430344,0.0000125,-0.0000125,0,,,,,2.22,0.12,-0.12,0,0.198,0.011,-0.011,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=BOUMA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220501112B/abstract target=ref>Bouma et al. 2022</a>,,5241,100,-100,0,0.87,0.04,-0.04,0,0.88,0.02,-0.02,0,,,,,,4.5,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h35m47.43s,293.9476365,+48d03m54.93s,48.0652589,264.995,1.626,-1.607,12.969,0.092,-0.092,10.794,0.017,-0.017,12.8094,0.002382,-0.002382,10/10/22,2022-05,10/10/22
KOI-7913 b,KOI-7913 A,1,2,1,Transit,2022,Kepler,Published Confirmed,0,<a refstr=BOUMA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220501112B/abstract target=ref>Bouma et al. 2022</a>,24.278553,0.000263,-0.000263,0,,,,,2.34,0.18,-0.18,0,0.209,0.016,-0.016,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=BOUMA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220501112B/abstract target=ref>Bouma et al. 2022</a>,K6 V,4324,70,-70,0,0.79,0.05,-0.05,0,0.76,0.03,-0.03,0,-0.06,0.09,-0.09,0,[Fe/H],4.52,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h06m59.65s,286.7485252,+45d09m31.40s,45.1587234,271.277,1.248,-1.237,14.23,0.15,-0.15,11.212,,,14.2239,0.002629,-0.002629,10/10/22,2022-05,10/10/22
KOI-94 b,KOI-94,1,2,4,Transit,2013,Kepler,Published Confirmed,0,<a refstr=WEISS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768...14W/abstract target=ref> Weiss et al. 2013 </a>,3.743208,0.000015,-0.000015,0,0.05119,0.00067,-0.00067,0,1.71,0.16,-0.16,0,0.153,0.014,-0.014,0,10.5,4.6,-4.6,0,0.033,0.014,-0.014,0,Mass,0.25,0.17,-0.17,0,,,,,1486,,,0,0,<a refstr=WEISS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768...14W/abstract target=ref> Weiss et al. 2013 </a>,,6182,58,-58,0,1.52,0.14,-0.14,0,1.28,0.05,-0.05,0,0.023,0.002,-0.002,0,[Fe/H],4.18,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,477.052,5,-4.899,12.314,0.046,-0.046,10.926,0.019,-0.019,12.1882,0.000154,-0.000154,5/14/14,2013-05,5/14/14
KOI-94 c,KOI-94,1,2,4,Transit,2013,Kepler,Published Confirmed,0,<a refstr=WEISS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768...14W/abstract target=ref> Weiss et al. 2013 </a>,10.423648,0.000016,-0.000016,0,0.1013,0.0013,-0.0013,0,4.32,0.41,-0.41,0,0.385,0.037,-0.037,0,15.6,5.7,-15.6,0,0.049,0.018,-0.049,0,Mass,0.43,0.23,-0.23,0,,,,,1012,,,0,1,<a refstr=WEISS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768...14W/abstract target=ref> Weiss et al. 2013 </a>,,6182,58,-58,0,1.52,0.14,-0.14,0,1.28,0.05,-0.05,0,0.023,0.002,-0.002,0,[Fe/H],4.18,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,477.052,5,-4.899,12.314,0.046,-0.046,10.926,0.019,-0.019,12.1882,0.000154,-0.000154,5/14/14,2013-05,5/14/14
